spu_name,is_virtual,is_redeem_code,fin_cata_code,sku_name,sku_code,barcode,isbn_code,sale_price,is_disable
志鹏测试,1,0,FC0116,志鹏测试,L21030323830,CMS2103300757593,,13.69,0
name,1,0,FC0116,name,L21030323837,CMS2103300802047,,1.23,0
name,1,0,FC0129,name,L21030323785,CMS2103300746185,,1.23,0
name,1,0,FC0140,name,L21030323812,cms-virtual-CMS2103300753066,isbn,1.23,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323865,CMS2103301009585,,13.69,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;收费了嘛,L21030323800,XODXvpQFwhav,,0.01,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;免费啦,L21030323799,XODXvpQFwhav,,0.00,0
志鹏测试,1,0,FC0140,志鹏测试,L21030323787,cms-virtual-CMS2103300746202,32121,13.69,0
name,1,0,FC0116,name,L21030323814,CMS2103300753078,,1.23,0
ada测试测试-未开始,1,0,FC0083,场次一;免费票,L21090366715,OqAiEWDGUlXE,,0.00,0
ada测试测试-未开始,1,0,FC0083,场次二;2票挡,L21040333601,OqAiEWDGUlXE,,0.01,0
ada测试测试-未开始,1,0,FC0083,场次二;票挡,L21040333600,OqAiEWDGUlXE,,0.00,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;收费了嘛,L21030323818,OqAiEWDGUlXE,,0.01,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;免费啦,L21030323817,OqAiEWDGUlXE,,0.00,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;收费了嘛,L21030323822,vIKxVVbFEgcF,,0.01,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;免费啦,L21030323821,vIKxVVbFEgcF,,0.00,0
Karen Young,1,0,FC0116,Jeffr,L21030323867,1617100222257,,222.00,0
志鹏测试,1,0,FC0140,志鹏测试,L21030323864,cms-virtual-CMS2103301009581,32121,13.69,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;收费了嘛,L21030323804,HrODiZvJYtsY,,0.01,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;免费啦,L21030323803,HrODiZvJYtsY,,0.00,0
Barbara Johnson,1,0,FC0116,Sandr,L21030323831,1617091204796,,222.00,0
志鹏测试,1,0,FC0140,志鹏测试,L21030323838,cms-virtual-CMS2103300802053,32121,13.69,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323782,CMS2103300744536,,13.69,0
normal product,1,0,FC0135,normal product,L21030323789,CMS2103300747315,,1.23,0
name,1,0,FC0140,name,L21030323790,cms-virtual-CMS2103300747321,isbn,1.23,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323816,CMS2103300753088,,13.69,0
name,1,0,FC0129,name,L21030323827,CMS2103300757575,,1.23,0
Anthony Wilson,1,0,FC0116,Willi,L21030323844,1617094804909,,222.00,0
normal product,1,0,FC0135,normal product,L21030323860,CMS2103301009559,,1.23,0
name,1,0,FC0140,name,L21030323784,cms-virtual-CMS2103300746181,isbn,1.23,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323788,CMS2103300746205,,13.69,0
志鹏测试,1,0,FC0140,志鹏测试,L21030323793,cms-virtual-CMS2103300747342,32121,13.69,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323794,CMS2103300747345,,13.69,0
name,1,0,FC0129,name,L21030323813,CMS2103300753071,,1.23,0
志鹏测试,1,0,FC0140,志鹏测试,L21030323815,cms-virtual-CMS2103300753084,32121,13.69,0
志鹏测试,1,0,FC0116,志鹏测试,L21030323839,CMS2103300802057,,13.69,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323846,CMS2103300900282,,10.00,0
name,1,0,FC0129,name,L21030323862,CMS2103301009569,,1.23,0
name,1,0,FC0140,name,L21030323835,cms-virtual-CMS2103300802035,isbn,1.23,0
马上要结束的活动呢,1,0,FC0083,马上要结束的活动呢;得到;111,L21030323841,ZTvHFCuRfmpE,,0.00,0
马上要结束的活动呢,1,0,FC0083,马上要结束的活动呢;得到;问问,L21030323840,ZTvHFCuRfmpE,,0.01,0
name,1,0,FC0140,name,L21030323826,cms-virtual-CMS2103300757570,isbn,1.23,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323833,CMS2103300800300,,10.00,0
name,1,0,FC0116,name,L21030323792,CMS2103300747333,,1.23,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;收费了嘛,L21030323808,nhEoggZNLLGc,,0.01,0
ada测试测试-未开始,1,0,FC0083,ada测试测试-未开始;场次一;免费啦,L21030323807,nhEoggZNLLGc,,0.00,0
normal product,1,0,FC0135,normal product,L21030323825,CMS2103300757562,,1.23,0
1617100319658志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21030323882,1617100319657,,200.00,0
1617100319658志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21030323881,1617100319657,,200.00,0
1617100319658志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21030323880,1617100319657,,400.00,0
1617100319658志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21030323879,1617100319657,,400.00,0
Lisa Anderson,1,0,FC0116,Mark,L21030323904,1617156005028,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323950,CMS2103310800293,,10.00,0
Patricia Lopez,1,0,FC0116,Willi,L21030323916,1617170405469,,222.00,0
John Jackson,1,0,FC0116,Jose,L21030323907,1617159605079,,222.00,0
1617100320611志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21030323885,1617100320611,,200.00,0
1617100320611志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21030323886,1617100320611,,200.00,0
1617100320611志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21030323883,1617100320611,,400.00,0
1617100320611志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21030323884,1617100320611,,400.00,0
线上活动来啦,1,0,FC0083,线上活动来啦;订单;11,L21030323896,jCcSvZRYwcKk,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323925,CMS2103310700285,,10.00,0
Donna Lopez,1,0,FC0116,Chris,L21030323923,1617174005112,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323918,CMS2103310600290,,10.00,0
电子书连续包年,1,0,FC0514,电子书连续包年,L21030323899,CMS2103301122263,,0.01,0
虚拟-可库存Mary Moore,1,1,FC0124,Kevin,L21030323873,1617100240945,,1.00,0
Joseph Anderson,1,0,FC0116,Jason,L21030323951,1617181205001,,222.00,0
不签到的活动,1,0,FC0083,场次一;免费来啦,L21040324377,mbtrYpjGyFea,,0.00,0
不签到的活动,1,0,FC0083,场次四;场次4的收费票,L21040324244,mbtrYpjGyFea,,0.01,0
不签到的活动,1,0,FC0083,场次四;场次4的免费票,L21040324243,mbtrYpjGyFea,,0.00,0
不签到的活动,1,0,FC0083,场次3;场次3的免费票,L21030323944,mbtrYpjGyFea,,0.00,0
不签到的活动,1,0,FC0083,场次3;场次3的收费票,L21030323941,mbtrYpjGyFea,,0.01,0
不签到的活动,1,0,FC0083,场次3;场次3的免费票,L21030323940,mbtrYpjGyFea,,0.00,0
不签到的活动,1,0,FC0083,场次3;场次3的收费票,L21030323945,mbtrYpjGyFea,,0.01,0
不签到的活动,1,0,FC0083,场次二;两人套票,L21030323920,mbtrYpjGyFea,,0.01,0
不签到的活动,1,0,FC0083,场次二;免费啦,L21030323919,mbtrYpjGyFea,,0.00,0
不签到的活动,1,0,FC0083,不签到的活动;场次一;收费啦,L21030323901,mbtrYpjGyFea,,0.01,0
不签到的活动,1,0,FC0083,不签到的活动;场次一;啦啦啦,L21030323900,mbtrYpjGyFea,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323912,CMS2103310400296,,10.00,0
活动名称一二三四五六,1,0,FC0083,场次11111111111;第4个,L21030323936,HbEjCrYxTrnA,,111.00,0
活动名称一二三四五六,1,0,FC0083,场次2222;111,L21030323938,HbEjCrYxTrnA,,0.00,0
活动名称一二三四五六,1,0,FC0083,活动名称一二三四五六;场次11111111111;得到大学可买,L21030323932,HbEjCrYxTrnA,,0.02,0
活动名称一二三四五六,1,0,FC0083,活动名称一二三四五六;场次11111111111;收费票,L21030323931,HbEjCrYxTrnA,,0.01,0
活动名称一二三四五六,1,0,FC0083,活动名称一二三四五六;场次11111111111;免费票,L21030323930,HbEjCrYxTrnA,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323953,CMS2103310900283,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323909,CMS2103310300287,,10.00,0
Anthony Young,1,0,FC0116,Helen,L21030323910,1617163205531,,222.00,0
1617100321796志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21030323887,1617100321796,909iiiiiiiii,39.90,0
Jeffrey Harris,1,0,FC0116,Eliza,L21030323913,1617166805159,,222.00,0
虚拟-不可库存Donna Davis,1,0,FC0116,Steve,L21030323874,1617100241774,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323915,CMS2103310500297,,10.00,0
电子书连续包年,1,0,FC0514,电子书连续包年,L21030323898,CMS2103301118128,,0.01,0
Donna Anderson,1,0,FC0116,Debor,L21030323948,1617177605436,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21030323906,CMS2103310200292,,10.00,0
志鹏测试同步,1,0,FC0141,志鹏测试同步,L21040324029,CMS2104010841281,,1.00,0
1617186720198志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21030323984,1617186720197,,200.00,0
1617186720198志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21030323983,1617186720197,,200.00,0
1617186720198志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21030323982,1617186720197,,400.00,0
1617186720198志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21030323981,1617186720197,,400.00,0
George Thompson,1,0,FC0116,Jason,L21040324020,1617264005000,,222.00,0
新得到高研院-第11期,1,0,FC0149,第11期,L21030323967,CMSXLY0331175820,,0.01,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324002,CMS2104010200289,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324008,CMS2104010400282,,10.00,0
Steven Anderson,1,0,FC0116,Josep,L21040324009,1617253205235,,222.00,0
测试票数量,1,0,FC0083,测试票数量;免费票,L21040324018,DQKQeIWbDPAP,,0.00,0
活动一下,1,0,FC0083,活动一下;免费票,L21040324023,OhQJlmbtOyMv,,0.00,0
电子书-房间里的阿尔及尔女人（短经典精选）,1,0,FC0140,电子书-房间里的阿尔及尔女人（短经典精选）,L21040324140,cms-virtual-9787010184470,9787010184470,9.99,0
虚拟-可库存Richard Thompson,1,1,FC0124,Dorot,L21030323975,1617186641085,,1.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324011,CMS2104010500288,,10.00,0
Barbara Taylor,1,0,FC0116,Sarah,L21040324000,1617242404914,,222.00,0
John Smith,1,0,FC0116,Miche,L21040324006,1617249605092,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324014,CMS2104010600299,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324052,CMS2104010900292,,10.00,0
David Jones,1,0,FC0116,Jenni,L21030323969,1617186622183,,222.00,0
1617186721368志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21030323985,1617186721368,,400.00,0
1617186721368志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21030323986,1617186721368,,400.00,0
1617186721368志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21030323987,1617186721368,,200.00,0
1617186721368志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21030323988,1617186721368,,200.00,0
Joseph Williams,1,0,FC0116,Georg,L21040324003,1617246004830,,222.00,0
锦囊连续包年,1,0,FC0515,锦囊连续包年,L21040324057,CMS2104010905510,,0.01,0
锦囊会员连续包年,1,0,FC0515,锦囊会员连续包年,L21040324134,CMS2104010958257,,0.01,0
1617186722529志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21030323989,1617186722529,909iiiiiiiii,39.90,0
高研院创建的收费活动,1,0,FC0083,高研院创建的收费活动;线上收费的,L21030323996,BhGKIbcNPCFn,,0.01,0
Barbara Jackson,1,0,FC0116,Sandr,L21040324015,1617260404949,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324017,CMS2104010700281,,10.00,0
Michelle Williams,1,0,FC0116,Kevin,L21040324150,1617273022161,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324005,CMS2104010300290,,10.00,0
Mark Rodriguez,1,0,FC0116,Thoma,L21040324012,1617256806093,,222.00,0
志鹏测试同步1,1,0,FC0514,志鹏测试同步1,L21040324041,CMS2104010844304,,1.00,0
听书连续包年,1,0,FC0513,听书连续包年,L21040324128,CMS2104010955210,,0.01,0
虚拟-可库存Joseph Jackson,1,1,FC0124,Susan,L21040324159,1617273041165,,1.00,0
虚拟-不可库存Robert Thomas,1,0,FC0116,Larry,L21030323976,1617186641489,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324022,CMS2104010800291,,10.00,0
高研院创建的活动,1,0,FC0083,高研院创建的活动;免费票,L21030323994,iTqJqMCaoYek,,0.00,0
听书连续包年-安卓,1,0,FC0513,听书连续包年-安卓,L21040324025,CMS2104010815051,,0.01,0
zhi,1,0,FC0141,zhi,L21040324035,CMS2104010842441,,1.00,0
Barbara Thompson,1,0,FC0116,Eliza,L21040324047,1617267605190,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324327,CMS2104020400285,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324337,CMS2104020500286,,10.00,0
1617273120785志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324193,1617273120784,,200.00,0
1617273120785志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324192,1617273120784,,200.00,0
1617273120785志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324191,1617273120784,,400.00,0
1617273120785志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324190,1617273120784,,400.00,0
Mary Jackson,1,0,FC0116,Richa,L21040324277,1617328805001,,222.00,0
Kimberly Anderson,1,0,FC0116,David,L21040324287,1617332405300,,222.00,0
Kimberly Lewis,1,0,FC0116,Carol,L21040324322,1617336005385,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324347,CMS2104020600288,,10.00,0
虚拟-不可库存Michael Brown,1,0,FC0116,Sharo,L21040324160,1617273041686,,222.00,0
Barbara Thomas,1,0,FC0116,Edwar,L21040324387,1617354005507,,222.00,0
04021111测试活动啊啊啊啊,1,0,FC0083,场次222220402;付费票3,L21040329815,JtgQWpywJPJD,,1.00,0
04021111测试活动啊啊啊啊,1,0,FC0083,场次222220402;付费票222222,L21040324362,JtgQWpywJPJD,,0.01,0
04021111测试活动啊啊啊啊,1,0,FC0083,04021111测试活动啊啊啊啊;场次222220402;免费票22,L21040324299,JtgQWpywJPJD,,0.00,0
04021111测试活动啊啊啊啊,1,0,FC0083,04021111测试活动啊啊啊啊;场次111110402场;收费票1,L21040324298,JtgQWpywJPJD,,0.01,0
04021111测试活动啊啊啊啊,1,0,FC0083,04021111测试活动啊啊啊啊;场次111110402场;免费票111,L21040324297,JtgQWpywJPJD,,0.00,0
快要结束的活动来啦,1,0,FC0083,快要结束的活动来啦;场次1;收费啦,L21040324313,wkZlvEhHGJdV,,0.01,0
快要结束的活动来啦,1,0,FC0083,快要结束的活动来啦;场次1;免费啦,L21040324312,wkZlvEhHGJdV,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324282,CMS2104020200283,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324292,CMS2104020300289,,10.00,0
Jose Davis,1,0,FC0116,Carol,L21040324352,1617346805183,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324392,CMS2104020900288,,10.00,0
Karen Perez,1,0,FC0116,Matth,L21040324342,1617343205052,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324357,CMS2104020700282,,10.00,0
1617273123090志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21040324198,1617273123090,909iiiiiiiii,39.90,0
Betty Thomas,1,0,FC0116,Lisa,L21040324332,1617339605097,,222.00,0
1617273121987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324194,1617273121987,,400.00,0
1617273121987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324195,1617273121987,,400.00,0
1617273121987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324196,1617273121987,,200.00,0
1617273121987志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324197,1617273121987,,200.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324372,CMS2104020800286,,10.00,0
电子书-吃鸟的女孩（短经典精选）,1,0,FC0140,电子书-吃鸟的女孩（短经典精选）,L21040324382,cms-virtual-9787010184098,9787010184098,4.00,0
Margaret Moore,1,0,FC0116,Dorot,L21040324367,1617350405249,,222.00,0
1617359521231志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324524,1617359521230,,200.00,0
1617359521231志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324521,1617359521230,,400.00,0
1617359521231志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324522,1617359521230,,400.00,0
1617359521231志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324523,1617359521230,,200.00,0
虚拟-不可库存Brenda Martinez,1,0,FC0116,Patri,L21040324487,1617359441286,,222.00,0
测试预定场地,1,0,FC0083,上午场;11,L21040334069,nZcnHLKanwbT,,0.00,0
测试预定场地,1,0,FC0083,测试预定场地;下午场;0.01,L21040324463,nZcnHLKanwbT,,0.01,0
测试预定场地,1,0,FC0083,测试预定场地;上午场;123,L21040324462,nZcnHLKanwbT,,0.00,0
1617445920809志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21040324788,1617445920809,909iiiiiiiii,39.90,0
James Robinson,1,0,FC0116,Georg,L21040324610,1617422405125,,222.00,0
Brian Anderson,1,0,FC0116,Helen,L21040324650,1617436804521,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324665,CMS2104030900281,,10.00,0
虚拟-可库存Helen White,1,1,FC0124,Jason,L21040324749,1617445842024,,1.00,0
1617445918562志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324783,1617445918561,,200.00,0
1617445918562志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324782,1617445918561,,200.00,0
1617445918562志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324781,1617445918561,,400.00,0
1617445918562志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324780,1617445918561,,400.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324615,CMS2104030400283,,10.00,0
Charles Lewis,1,0,FC0116,Brend,L21040324477,1617359422135,,222.00,0
Cynthia Harris,1,0,FC0116,Ruth,L21040324590,1617415204633,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324635,CMS2104030600284,,10.00,0
1617359522232志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21040324525,1617359522231,909iiiiiiiii,39.90,0
高研究免费活动,1,0,FC0083,场次1;免费,L21040329750,swUSdQCDZNpM,,0.00,0
高研究免费活动,1,0,FC0083,2021;qqq,L21040329735,swUSdQCDZNpM,,0.02,0
高研究免费活动,1,0,FC0083,高研究免费活动;免费票,L21040324585,swUSdQCDZNpM,,0.00,0
Susan Perez,1,0,FC0116,Kimbe,L21040324600,1617418805024,,222.00,0
Robert Hernandez,1,0,FC0116,Melis,L21040324630,1617429604484,,222.00,0
虚拟-不可库存Anthony Johnson,1,0,FC0116,Sarah,L21040324750,1617445842501,,222.00,0
高研院的免费活动,1,0,FC0083,高研院的免费活动;免费票,L21040324580,nfaqQBGPBsjN,,0.00,0
高研究院发布的活动,1,0,FC0083,免费;333,L21040331351,uJFCZnBEOGRh,,0.00,0
高研究院发布的活动,1,0,FC0083,免费;222,L21040330073,uJFCZnBEOGRh,,0.00,0
高研究院发布的活动,1,0,FC0083,免费;111,L21040330072,uJFCZnBEOGRh,,0.00,0
高研究院发布的活动,1,0,FC0083,高研究院发布的活动;免费票,L21040324570,uJFCZnBEOGRh,,0.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324655,CMS2104030800275,,10.00,0
虚拟-可库存Donald White,1,1,FC0124,Brian,L21040324486,1617359440570,,1.00,0
高研究院收费活动,1,0,FC0083,高研究院收费活动;收费票啦啦,L21040324575,gMMwhQuIcksT,,0.01,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324625,CMS2104030500298,,10.00,0
Paul Young,1,0,FC0116,Scott,L21040324620,1617426005081,,222.00,0
Nancy Miller,1,0,FC0116,Jason,L21040324640,1617433204673,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324595,CMS2104030200274,,10.00,0
Daniel Walker,1,0,FC0116,Shirl,L21040324740,1617445822211,,222.00,0
1617359520095志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324520,1617359520094,,200.00,0
1617359520095志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324519,1617359520094,,200.00,0
1617359520095志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324518,1617359520094,,400.00,0
1617359520095志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324517,1617359520094,,400.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324605,CMS2104030300287,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324645,CMS2104030700284,,10.00,0
Anthony Anderson,1,0,FC0116,Marga,L21040324660,1617440404637,,222.00,0
1617445919766志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040324787,1617445919766,,200.00,0
1617445919766志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040324784,1617445919766,,400.00,0
1617445919766志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040324785,1617445919766,,400.00,0
1617445919766志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040324786,1617445919766,,200.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324848,CMS2104040300292,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324858,CMS2104040400280,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324888,CMS2104040700287,,10.00,0
Michael Smith,1,0,FC0116,Larry,L21040324843,1617505204927,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324868,CMS2104040500280,,10.00,0
Nancy Johnson,1,0,FC0116,Maria,L21040324883,1617519604961,,222.00,0
Frank Harris,1,0,FC0116,Jenni,L21040324863,1617512404812,,222.00,0
John Brown,1,0,FC0116,Jenni,L21040324893,1617523205074,,222.00,0
Carol Thomas,1,0,FC0116,Jason,L21040324873,1617516005409,,222.00,0
Eric Smith,1,0,FC0116,Rober,L21040324833,1617501604902,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324908,CMS2104040900290,,10.00,0
虚拟-不可库存Jeffrey Brown,1,0,FC0116,Chris,L21040324993,1617532242206,,222.00,0
Angela Rodriguez,1,0,FC0116,Kenne,L21040324853,1617508804791,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324898,CMS2104040800283,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324838,CMS2104040200287,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040324878,CMS2104040600294,,10.00,0
Thomas Wilson,1,0,FC0116,Amy L,L21040324983,1617532222414,,222.00,0
虚拟-可库存Brian Walker,1,1,FC0124,Frank,L21040324992,1617532241664,,1.00,0
Timothy Young,1,0,FC0116,Miche,L21040324903,1617526804938,,222.00,0
1617532320864志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21040325023,1617532320864,909iiiiiiiii,39.90,0
Elizabeth Wilson,1,0,FC0116,Melis,L21040325369,1617692404816,,222.00,0
虚拟-可库存Joseph Davis,1,1,FC0124,Willi,L21040325235,1617618641978,,1.00,0
1617618720134志鹏测试CMS生成商品,1,0,FC0140,志鹏测试电子书,L21040325270,1617618720134,909iiiiiiiii,39.90,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325334,CMS2104060300287,,10.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325131,CMS2104050700280,,10.00,0
Maria Walker,1,0,FC0116,John,L21040325146,1617613204769,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325364,CMS2104060600275,,10.00,0
Mark Harris,1,0,FC0116,Amy L,L21040325136,1617609604970,,222.00,0
虚拟-不可库存Mark Anderson,1,0,FC0116,Mark,L21040325236,1617618642420,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325324,CMS2104060200287,,10.00,0
Maria White,1,0,FC0116,Richa,L21040325116,1617602405547,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325141,CMS2104050800286,,10.00,0
1617618718885志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040325267,1617618718885,,400.00,0
1617618718885志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040325268,1617618718885,,200.00,0
1617618718885志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040325269,1617618718885,,200.00,0
1617618718885志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040325266,1617618718885,,400.00,0
Laura Hernandez,1,0,FC0116,David,L21040325359,1617688804858,,222.00,0
1617532318940志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;200票价,L21040325018,1617532318940,,200.00,0
1617532318940志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;200票价,L21040325017,1617532318940,,200.00,0
1617532318940志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第二场;400票价,L21040325016,1617532318940,,400.00,0
1617532318940志鹏测试莫高生成商品,1,0,FC0083,志鹏测试活动4个商品;第一场;400票价,L21040325015,1617532318940,,400.00,0
George Thomas,1,0,FC0116,Georg,L21040325126,1617606004617,,222.00,0
性能测试-increment,1,0,FC0507,性能测试-increment,L21040325121,CMS2104050600290,,10.00,0
